hiring_id,hiring_date,joining_date,hiring_mode,employee_id,store_office_id,ctc,interviews,relocation_cost,hiring_cost
759,08-09-2022,27-09-2022,Newspaper/Magazine,JM-15580,TEC-AC-10004209,57112.56,2,200,458.41
760,21-11-2020,12-12-2020,Newspaper/Magazine,JK-15325,OFF-EN-10001509,55603.44,1,200,498.2
761,05-09-2022,22-09-2022,Employee Referral,DM-13525,OFF-PA-10001870,56696.4,2,200,473.29
763,14-06-2022,29-06-2022,Social Networks,MH-17290,FUR-BO-10004218,82492.43,2,150,564.98
767,25-09-2021,14-10-2021,Newspaper/Magazine,SB-20185,OFF-BI-10002735,58617.9,1,0,611.01
769,11-08-2021,31-08-2021,Newspaper/Magazine,BW-11065,FUR-FU-10004270,57606.84,1,200,542.46
773,25-04-2021,15-05-2021,Newspaper/Magazine,TS-21655,OFF-AR-10000658,58128.75,2,0,471.68
775,16-08-2022,03-09-2022,Search Engine,AO-10810,FUR-TA-10004152,62787.6,1,200,535.38
776,19-12-2022,08-01-2023,Employee Referral,MH-17440,OFF-BI-10000948,57071.16,1,200,478.23
777,24-07-2021,12-08-2021,Newspaper/Magazine,SS-20515,FUR-FU-10001487,56472.3,1,0,486.29
778,26-06-2022,15-07-2022,Newspaper/Magazine,LD-16855,OFF-AR-10001547,55768.68,1,200,441.86
779,06-09-2020,24-09-2020,Search Engine,VP-21760,FUR-FU-10001487,57414.6,2,0,483.58
781,16-11-2022,02-12-2022,Search Engine,IM-15055,OFF-BI-10004967,55904.4,2,200,495.23
782,14-07-2022,03-08-2022,Newspaper/Magazine,AR-10570,OFF-BI-10003963,57168,2,0,561.43
783,10-10-2020,30-10-2020,Newspaper/Magazine,CM-12715,TEC-PH-10001128,87927.84,2,200,719.98
784,22-03-2021,11-04-2021,Newspaper/Magazine,FW-14395,OFF-AR-10003217,56410.2,2,0,507.91
785,20-10-2022,10-11-2022,Newspaper/Magazine,LC-16960,FUR-FU-10000246,58279.5,2,0,499.32
786,30-01-2022,19-02-2022,Newspaper/Magazine,HE-14800,OFF-PA-10003892,62573.04,2,200,629.29
788,07-06-2021,26-06-2021,Newspaper/Magazine,HD-14785,OFF-BI-10003707,56354.04,2,700,477
*********This file ends here**********,,,,,,,,,
